age,annual_income,employment_length_years,home_ownership,credit_history_years,open_credit_lines,past_delinquencies_2yr,credit_utilization,loan_amount,loan_term_months,interest_rate,purpose,debt_to_income,payment_to_income,default
31,39212.0,7.0,MORTGAGE,12.0,3,0,0.275,24833.0,36,10.28,home_improvement,0.211,0.246,0
29,82734.0,5.8,RENT,2.2,6,0,0.142,25936.0,12,12.54,major_purchase,0.313,0.335,0
50,54693.0,3.5,MORTGAGE,30.5,4,1,0.226,6739.0,36,7.08,other,0.041,0.046,0
38,41747.0,1.6,MORTGAGE,19.3,1,0,0.396,30440.0,24,6.53,medical,0.365,0.39,0
37,73807.0,3.4,OWN,16.6,6,1,0.12,10299.0,48,9.3,major_purchase,0.035,0.042,0
18,37657.0,12.4,OWN,0.0,6,2,0.482,18144.0,36,13.6,home_improvement,0.161,0.196,0
48,74540.0,10.9,MORTGAGE,30.0,4,1,0.424,16695.0,48,9.03,credit_card,0.056,0.067,0
25,60256.0,17.0,RENT,6.0,8,0,0.116,22177.0,36,14.12,credit_card,0.123,0.151,0
41,40209.0,2.2,RENT,17.8,4,1,0.305,32462.0,36,6.47,small_business,0.269,0.297,1
43,70567.0,2.9,OWN,22.9,7,1,0.605,23268.0,12,10.22,major_purchase,0.33,0.348,0
56,71203.0,0.1,RENT,36.4,7,1,0.103,14517.0,24,8.46,debt_consolidation,0.102,0.111,0
24,96641.0,17.2,MORTGAGE,0.0,4,0,0.307,22193.0,36,10.18,home_improvement,0.077,0.089,0
18,87823.0,2.4,MORTGAGE,0.0,7,1,0.411,5922.0,36,8.46,debt_consolidation,0.022,0.026,0
42,69261.0,3.1,RENT,21.1,2,0,0.19,3884.0,48,5.48,debt_consolidation,0.014,0.016,0
62,30829.0,14.3,MORTGAGE,42.7,9,2,0.083,6776.0,36,11.85,home_improvement,0.073,0.087,0
55,184295.0,4.5,RENT,36.8,5,0,0.552,5888.0,48,10.17,home_improvement,0.008,0.01,0
43,26855.0,5.0,RENT,24.3,9,1,0.402,10080.0,36,9.43,major_purchase,0.125,0.144,0
34,87084.0,1.2,OWN,13.0,10,0,0.186,14220.0,48,13.74,medical,0.041,0.053,0
50,67214.0,4.1,RENT,31.9,4,1,0.172,9104.0,36,10.05,credit_card,0.045,0.052,0
28,30120.0,15.0,RENT,7.3,9,1,0.345,11324.0,24,9.59,debt_consolidation,0.188,0.207,0
46,50912.0,4.9,MORTGAGE,18.6,5,0,0.051,21828.0,36,9.6,home_improvement,0.143,0.165,0
46,52085.0,1.8,RENT,23.2,3,0,0.303,9451.0,60,7.53,debt_consolidation,0.036,0.044,0
53,104067.0,0.2,MORTGAGE,33.7,3,0,0.053,11635.0,12,8.23,home_improvement,0.112,0.117,0
73,37924.0,2.5,MORTGAGE,54.6,6,0,0.091,17448.0,36,11.77,debt_consolidation,0.153,0.183,0
45,47526.0,5.1,RENT,25.1,3,1,0.333,7974.0,36,7.59,major_purchase,0.056,0.063,1
34,16848.0,0.3,MORTGAGE,14.5,7,0,0.464,10900.0,36,9.79,debt_consolidation,0.216,0.25,0
40,128976.0,5.6,RENT,11.3,3,0,0.527,3099.0,36,9.93,small_business,0.008,0.009,0
19,31722.0,4.4,MORTGAGE,0.0,6,0,0.455,4117.0,48,7.49,credit_card,0.032,0.038,1
32,63797.0,9.2,MORTGAGE,12.4,2,0,0.202,23637.0,60,8.68,debt_consolidation,0.074,0.092,0
35,51498.0,0.2,MORTGAGE,16.5,5,0,0.148,29606.0,60,8.52,credit_card,0.115,0.142,0
34,51586.0,9.1,MORTGAGE,8.8,5,0,0.136,4343.0,24,9.83,credit_card,0.042,0.047,0
42,81221.0,4.4,RENT,19.3,4,0,0.198,7415.0,36,5.92,debt_consolidation,0.03,0.033,0
30,124945.0,2.8,RENT,9.9,8,1,0.378,28473.0,36,10.85,small_business,0.076,0.089,0
53,61436.0,20.2,MORTGAGE,33.6,7,1,0.127,12226.0,12,10.93,credit_card,0.199,0.211,0
40,75172.0,1.0,RENT,20.2,4,0,0.52,10499.0,24,6.7,credit_card,0.07,0.075,0
40,63860.0,4.7,RENT,15.0,4,1,0.742,18737.0,36,9.88,home_improvement,0.098,0.113,1
36,90108.0,2.3,MORTGAGE,17.4,3,1,0.549,31460.0,36,12.6,credit_card,0.116,0.14,1
42,42982.0,4.5,RENT,19.1,4,2,0.463,12092.0,36,8.44,major_purchase,0.094,0.106,1
50,92753.0,4.8,RENT,31.9,3,1,0.259,5321.0,48,8.28,other,0.014,0.017,0
30,94396.0,0.6,MORTGAGE,4.4,2,0,0.32,11671.0,36,12.3,debt_consolidation,0.041,0.049,0
32,93085.0,6.5,MORTGAGE,11.9,5,0,0.238,21110.0,12,6.72,major_purchase,0.227,0.235,0
36,38946.0,6.0,MORTGAGE,17.2,8,0,0.522,24161.0,36,9.45,debt_consolidation,0.207,0.238,0
24,49803.0,8.8,OWN,6.0,7,0,0.441,2603.0,48,8.41,other,0.013,0.015,0
30,61067.0,0.6,MORTGAGE,9.5,7,1,0.119,15500.0,24,10.62,other,0.127,0.141,0
34,27298.0,2.1,MORTGAGE,15.2,4,0,0.035,16069.0,36,10.19,debt_consolidation,0.196,0.229,1
50,120266.0,6.3,OWN,29.0,3,0,0.46,8352.0,12,5.78,credit_card,0.069,0.072,0
43,53845.0,0.9,MORTGAGE,24.0,4,0,0.262,29873.0,36,7.78,debt_consolidation,0.185,0.208,0
42,62440.0,6.8,MORTGAGE,23.7,5,0,0.284,12960.0,36,10.49,debt_consolidation,0.069,0.081,0
50,40599.0,0.4,RENT,29.9,2,0,0.296,13950.0,48,7.17,debt_consolidation,0.086,0.099,0
38,27905.0,2.4,OWN,17.5,7,0,0.372,11305.0,36,9.29,debt_consolidation,0.135,0.155,0
45,40054.0,11.3,OWN,25.2,2,0,0.182,8999.0,48,9.68,credit_card,0.056,0.068,0
39,60452.0,8.9,MORTGAGE,19.2,6,2,0.432,11494.0,24,12.69,debt_consolidation,0.095,0.108,0
43,75865.0,6.2,MORTGAGE,22.3,9,2,0.434,27881.0,48,9.07,other,0.092,0.11,1
33,58741.0,12.3,RENT,12.8,6,1,0.097,8687.0,36,8.89,home_improvement,0.049,0.056,0
18,64432.0,7.4,MORTGAGE,0.0,9,1,0.207,13653.0,36,11.81,debt_consolidation,0.071,0.084,0
38,45775.0,4.4,MORTGAGE,19.3,2,1,0.117,14387.0,24,9.67,small_business,0.157,0.173,0
57,69433.0,23.4,MORTGAGE,38.5,4,0,0.398,5279.0,48,13.09,credit_card,0.019,0.025,0
51,113711.0,7.1,MORTGAGE,29.5,4,0,0.38,15496.0,24,11.54,major_purchase,0.068,0.077,0
52,77064.0,5.5,MORTGAGE,31.7,5,0,0.408,9284.0,60,7.95,medical,0.024,0.029,0
55,81208.0,3.2,RENT,35.3,4,0,0.583,7212.0,36,7.69,debt_consolidation,0.03,0.033,0
41,62756.0,14.0,RENT,18.2,6,1,0.146,36632.0,36,9.73,home_improvement,0.195,0.225,0
42,25551.0,2.1,MORTGAGE,22.8,5,0,0.204,20936.0,36,10.99,home_improvement,0.273,0.322,0
33,32134.0,0.1,RENT,12.5,3,0,0.264,17106.0,36,10.5,medical,0.177,0.208,0
36,68012.0,1.3,OWN,17.8,6,2,0.669,2981.0,36,6.44,medical,0.015,0.016,0
47,53881.0,0.7,RENT,24.9,5,0,0.504,6523.0,36,11.42,debt_consolidation,0.04,0.048,0
54,67503.0,2.3,OWN,32.4,5,0,0.428,12474.0,24,8.46,debt_consolidation,0.092,0.101,0
38,125268.0,10.5,MORTGAGE,15.1,5,1,0.276,11890.0,24,5.08,home_improvement,0.047,0.05,0
35,77887.0,6.3,MORTGAGE,10.5,3,0,0.006,9881.0,36,10.38,debt_consolidation,0.042,0.049,0
40,101665.0,1.1,OWN,17.7,8,0,0.44,6916.0,60,9.95,debt_consolidation,0.014,0.017,0
47,56803.0,9.3,RENT,23.4,8,0,0.106,6393.0,36,9.09,debt_consolidation,0.038,0.043,0
23,36185.0,4.2,RENT,3.7,4,0,0.196,7771.0,36,11.19,home_improvement,0.072,0.085,0
18,52631.0,4.3,RENT,0.0,2,1,0.251,7497.0,36,8.68,small_business,0.047,0.054,0
33,36229.0,2.7,MORTGAGE,6.3,6,0,0.329,9225.0,48,6.85,debt_consolidation,0.064,0.073,0
25,118084.0,12.0,RENT,0.0,7,0,0.524,5907.0,48,8.26,small_business,0.013,0.015,0
34,80434.0,2.3,RENT,13.6,9,0,0.115,4117.0,60,6.97,debt_consolidation,0.01,0.012,0
38,70281.0,0.6,MORTGAGE,18.6,7,1,0.095,19107.0,24,7.16,debt_consolidation,0.136,0.146,0
35,100506.0,2.2,MORTGAGE,11.0,5,0,0.232,14424.0,48,9.3,home_improvement,0.036,0.043,0
57,19732.0,7.5,RENT,37.8,7,0,0.415,3299.0,36,10.12,debt_consolidation,0.056,0.065,0
44,72698.0,6.4,RENT,25.5,4,0,0.431,6324.0,48,6.93,credit_card,0.022,0.025,0
44,28132.0,1.2,MORTGAGE,22.9,8,0,0.632,16673.0,24,9.09,home_improvement,0.296,0.325,0
47,53980.0,0.7,OWN,28.9,6,0,0.075,13208.0,24,7.36,major_purchase,0.122,0.132,0
26,46358.0,6.5,MORTGAGE,6.6,2,1,0.353,22056.0,48,7.42,debt_consolidation,0.119,0.138,0
52,75423.0,6.8,MORTGAGE,29.1,5,0,0.188,14211.0,24,7.95,medical,0.094,0.102,0
39,60724.0,2.7,RENT,20.0,4,0,0.313,13479.0,36,4.6,debt_consolidation,0.074,0.079,0
48,106145.0,11.1,RENT,22.0,4,0,0.339,25123.0,24,9.57,debt_consolidation,0.118,0.13,0
27,40097.0,23.0,MORTGAGE,0.0,5,0,0.069,21590.0,48,6.88,debt_consolidation,0.135,0.154,0
21,77231.0,1.4,RENT,0.0,6,1,0.274,12677.0,36,10.46,debt_consolidation,0.055,0.064,0
50,58754.0,5.2,MORTGAGE,18.8,4,0,0.266,23360.0,36,5.57,debt_consolidation,0.133,0.144,0
45,23917.0,0.0,RENT,24.7,6,1,0.198,32299.0,48,8.11,medical,0.338,0.396,0
29,34224.0,7.5,OWN,8.5,4,2,0.321,9182.0,12,9.19,debt_consolidation,0.268,0.282,0
30,50265.0,3.2,RENT,6.6,4,0,0.334,7352.0,12,6.91,medical,0.146,0.152,0
54,94480.0,1.3,RENT,34.0,8,0,0.238,2643.0,24,7.6,debt_consolidation,0.014,0.015,0
26,68313.0,8.4,MORTGAGE,6.4,4,0,0.304,19067.0,36,10.84,home_improvement,0.093,0.109,0
60,30220.0,10.0,RENT,39.1,4,1,0.146,8825.0,36,7.07,medical,0.097,0.108,0
29,50506.0,0.7,MORTGAGE,7.8,5,0,0.237,24805.0,24,8.94,debt_consolidation,0.246,0.269,0
48,148584.0,0.3,OWN,25.8,4,1,0.185,9156.0,60,9.39,credit_card,0.012,0.015,0
36,57275.0,2.4,RENT,14.7,4,0,0.512,11859.0,60,6.45,home_improvement,0.041,0.049,1
47,45997.0,5.9,OWN,24.9,5,0,0.19,19744.0,24,8.89,credit_card,0.215,0.235,0
33,69277.0,9.5,MORTGAGE,11.6,3,0,0.177,3375.0,48,8.89,credit_card,0.012,0.015,0
38,79356.0,4.7,OWN,18.0,10,0,0.181,16527.0,36,10.56,other,0.069,0.081,0
40,43127.0,5.2,OWN,21.6,5,1,0.129,10185.0,48,11.4,other,0.059,0.074,0
28,69653.0,9.7,RENT,5.4,7,1,0.347,11659.0,36,9.77,home_improvement,0.056,0.065,0
49,45961.0,4.5,MORTGAGE,30.9,3,0,0.108,4072.0,36,6.97,major_purchase,0.03,0.033,0
34,77626.0,5.7,RENT,1.3,4,0,0.298,10015.0,24,11.48,debt_consolidation,0.065,0.073,0
37,58974.0,4.4,MORTGAGE,13.7,2,0,0.294,7186.0,60,9.47,credit_card,0.024,0.031,0
28,68939.0,12.7,MORTGAGE,6.7,10,0,0.296,15698.0,36,9.87,major_purchase,0.076,0.088,0
18,37064.0,1.6,OWN,0.0,6,2,0.668,9137.0,36,8.03,major_purchase,0.082,0.093,0
38,35931.0,1.8,MORTGAGE,17.2,6,0,0.216,8810.0,36,10.01,other,0.082,0.095,1
69,86920.0,0.8,RENT,50.8,5,1,0.058,9496.0,24,12.03,other,0.055,0.062,0
49,52068.0,10.3,MORTGAGE,28.5,5,0,0.161,19479.0,12,9.02,credit_card,0.374,0.393,0
40,62475.0,3.2,RENT,21.0,9,1,0.255,8869.0,36,12.05,debt_consolidation,0.047,0.057,0
37,46481.0,2.6,RENT,17.6,6,2,0.468,37123.0,36,10.63,debt_consolidation,0.266,0.312,1
40,84911.0,23.9,MORTGAGE,20.2,2,0,0.389,3094.0,48,12.04,home_improvement,0.009,0.012,1
47,39978.0,15.7,RENT,24.5,2,0,0.31,10643.0,12,10.16,debt_consolidation,0.266,0.281,0
26,50625.0,21.5,RENT,5.9,5,0,0.228,15651.0,12,9.12,other,0.309,0.325,0
53,80258.0,0.9,MORTGAGE,33.1,6,2,0.25,11194.0,48,5.14,home_improvement,0.035,0.039,0
49,97390.0,13.3,MORTGAGE,29.9,7,2,0.32,3937.0,48,9.28,debt_consolidation,0.01,0.012,0
49,41694.0,2.4,MORTGAGE,28.7,5,0,0.598,13387.0,24,4.05,small_business,0.161,0.167,0
45,144328.0,0.1,MORTGAGE,26.1,6,0,0.146,6060.0,24,8.93,debt_consolidation,0.021,0.023,0
40,63362.0,3.0,RENT,21.1,10,0,0.263,7884.0,36,10.48,home_improvement,0.041,0.049,0
48,32162.0,4.3,MORTGAGE,25.8,6,1,0.13,8833.0,36,11.25,other,0.092,0.108,0
47,65155.0,0.7,RENT,27.7,5,0,0.205,11088.0,48,7.49,debt_consolidation,0.043,0.049,0
36,44735.0,4.6,MORTGAGE,17.8,4,1,0.239,16249.0,36,7.57,debt_consolidation,0.121,0.136,0
33,67308.0,10.3,MORTGAGE,13.7,3,0,0.325,20072.0,24,12.21,medical,0.149,0.169,1
41,53028.0,2.8,RENT,19.9,4,0,0.15,4905.0,12,9.39,debt_consolidation,0.092,0.097,0
59,56226.0,2.6,RENT,36.0,1,0,0.461,7680.0,36,9.99,medical,0.046,0.053,0
25,34345.0,2.5,RENT,0.0,7,0,0.48,3066.0,36,11.53,debt_consolidation,0.03,0.035,0
22,88879.0,15.4,OWN,0.0,5,0,0.422,10694.0,60,10.44,major_purchase,0.024,0.031,0
42,30392.0,0.3,MORTGAGE,22.3,6,1,0.14,7612.0,24,7.73,debt_consolidation,0.125,0.136,1
41,31120.0,3.5,OWN,21.9,2,0,0.518,22619.0,60,8.0,home_improvement,0.145,0.177,0
42,65100.0,1.8,MORTGAGE,23.6,3,0,0.42,17599.0,48,7.5,debt_consolidation,0.068,0.078,0
43,120743.0,13.5,OWN,22.0,4,0,0.184,25959.0,36,14.08,other,0.072,0.088,0
37,45420.0,0.6,RENT,16.9,4,1,0.06,20136.0,24,10.16,small_business,0.222,0.246,0
58,76917.0,3.2,RENT,36.6,3,0,0.199,12087.0,12,10.98,debt_consolidation,0.157,0.167,1
21,92658.0,3.1,MORTGAGE,2.2,4,2,0.152,14980.0,12,8.14,debt_consolidation,0.162,0.169,0
30,81417.0,13.2,MORTGAGE,10.8,3,2,0.213,12090.0,12,8.73,small_business,0.148,0.156,1
39,46369.0,1.5,RENT,20.0,3,0,0.258,2755.0,48,12.25,debt_consolidation,0.015,0.019,0
20,31397.0,6.2,RENT,0.0,3,0,0.375,8056.0,36,7.43,debt_consolidation,0.086,0.096,0
38,17966.0,0.9,OWN,19.4,7,0,0.571,5866.0,48,7.67,debt_consolidation,0.082,0.095,0
60,47505.0,18.5,MORTGAGE,39.2,8,0,0.44,36764.0,36,9.28,debt_consolidation,0.258,0.297,1
40,97640.0,5.4,RENT,21.8,7,0,0.131,3068.0,48,7.18,credit_card,0.008,0.009,0
43,30882.0,5.9,RENT,22.6,4,1,0.17,8284.0,48,7.57,debt_consolidation,0.067,0.078,0
25,76888.0,3.4,MORTGAGE,6.8,4,0,0.147,18014.0,24,9.6,debt_consolidation,0.117,0.129,0
33,33689.0,2.5,MORTGAGE,14.4,6,0,0.31,25828.0,24,8.1,major_purchase,0.383,0.417,0
35,57127.0,1.4,RENT,16.6,7,1,0.297,3337.0,12,10.51,other,0.058,0.062,0
36,77180.0,5.6,RENT,16.7,4,0,0.123,35377.0,36,7.72,credit_card,0.153,0.172,0
55,38959.0,18.5,RENT,35.7,3,1,0.105,17073.0,36,12.43,major_purchase,0.146,0.176,0
47,58997.0,2.7,RENT,23.7,6,1,0.14,12908.0,60,14.9,home_improvement,0.044,0.062,0
27,44022.0,12.9,RENT,8.2,1,0,0.141,6718.0,12,10.71,credit_card,0.153,0.162,0
43,77078.0,1.0,OWN,24.7,6,0,0.544,18772.0,60,12.04,small_business,0.049,0.065,0
46,60941.0,16.5,OWN,25.2,10,0,0.762,8311.0,48,5.09,debt_consolidation,0.034,0.038,0
54,55729.0,2.6,RENT,32.5,2,2,0.311,12103.0,48,6.95,home_improvement,0.054,0.062,0
59,118087.0,2.9,MORTGAGE,40.0,7,0,0.311,11695.0,24,11.56,major_purchase,0.05,0.056,0
28,75445.0,3.7,MORTGAGE,7.2,9,0,0.494,20275.0,60,9.34,debt_consolidation,0.054,0.067,1
30,38362.0,7.6,RENT,7.5,8,3,0.184,10589.0,12,8.51,home_improvement,0.276,0.289,0
25,51900.0,7.6,RENT,5.7,4,0,0.256,36212.0,36,9.19,home_improvement,0.233,0.267,0
37,52159.0,3.9,RENT,16.8,6,1,0.103,29398.0,36,7.18,debt_consolidation,0.188,0.209,0
46,56396.0,4.4,MORTGAGE,27.5,5,0,0.416,14838.0,36,9.65,home_improvement,0.088,0.101,0
52,191426.0,0.2,MORTGAGE,33.9,4,0,0.538,9883.0,48,13.48,major_purchase,0.013,0.017,0
39,65214.0,2.2,OWN,9.1,6,0,0.497,12320.0,48,11.2,credit_card,0.047,0.059,0
36,19576.0,2.5,RENT,16.9,6,1,0.301,14071.0,24,12.82,debt_consolidation,0.359,0.409,1
42,41299.0,4.9,MORTGAGE,23.0,5,0,0.089,9731.0,48,10.11,major_purchase,0.059,0.072,0
30,20616.0,4.9,MORTGAGE,1.1,10,1,0.56,23309.0,48,5.92,credit_card,0.283,0.318,1
65,45940.0,7.4,MORTGAGE,43.1,4,0,0.406,11173.0,60,6.02,debt_consolidation,0.049,0.056,0
21,20057.0,7.6,MORTGAGE,0.4,9,0,0.144,4723.0,24,4.0,home_improvement,0.118,0.123,0
42,35039.0,1.6,MORTGAGE,20.4,5,0,0.133,8336.0,60,13.19,major_purchase,0.048,0.065,0
64,25327.0,8.8,RENT,42.3,5,0,0.215,5710.0,12,8.36,debt_consolidation,0.225,0.236,0
40,65649.0,0.1,MORTGAGE,17.7,7,0,0.45,6408.0,60,11.32,home_improvement,0.02,0.026,0
38,54191.0,7.6,RENT,19.8,6,0,0.163,9196.0,60,7.92,medical,0.034,0.041,0
36,63037.0,0.6,MORTGAGE,16.4,5,1,0.349,5572.0,24,9.68,other,0.044,0.049,0
38,51417.0,7.8,MORTGAGE,19.0,3,0,0.389,41844.0,12,9.06,home_improvement,0.814,0.854,0
56,26980.0,4.5,RENT,37.8,9,0,0.098,8664.0,12,9.05,debt_consolidation,0.321,0.337,0
18,70036.0,3.4,RENT,0.0,6,1,0.05,3964.0,48,7.38,small_business,0.014,0.016,0
58,141650.0,7.0,MORTGAGE,37.1,1,0,0.13,25421.0,36,5.53,debt_consolidation,0.06,0.065,0
23,66477.0,0.2,RENT,4.4,5,0,0.196,15887.0,48,9.61,debt_consolidation,0.06,0.072,1
37,43785.0,1.5,RENT,17.9,3,1,0.111,6984.0,48,8.72,credit_card,0.04,0.047,1
35,26528.0,5.7,RENT,13.9,5,0,0.053,4240.0,48,8.0,debt_consolidation,0.04,0.047,0
47,34405.0,11.3,MORTGAGE,26.4,3,0,0.39,25094.0,12,6.53,small_business,0.729,0.755,1
21,67949.0,2.9,RENT,0.0,3,0,0.33,16656.0,12,7.81,home_improvement,0.245,0.256,0
46,92648.0,1.8,OWN,23.3,3,0,0.431,5932.0,24,11.88,credit_card,0.032,0.036,0
64,61724.0,4.4,RENT,35.9,3,1,0.524,7561.0,48,7.74,debt_consolidation,0.031,0.036,0
24,80817.0,5.8,RENT,3.3,4,0,0.231,34226.0,36,12.8,medical,0.141,0.171,0
42,77176.0,3.3,RENT,20.4,1,0,0.164,15108.0,36,4.0,other,0.065,0.069,0
32,69791.0,12.6,MORTGAGE,8.1,0,0,0.149,9598.0,24,6.82,credit_card,0.069,0.074,0
45,38978.0,4.4,MORTGAGE,21.5,2,2,0.306,6535.0,48,10.96,small_business,0.042,0.052,0
40,59099.0,0.2,MORTGAGE,18.2,4,1,0.378,15493.0,36,8.96,credit_card,0.087,0.1,0
32,35448.0,1.5,MORTGAGE,11.9,6,0,0.415,15634.0,36,6.5,credit_card,0.147,0.162,0
46,54651.0,3.6,RENT,27.0,4,0,0.119,9038.0,48,10.45,credit_card,0.041,0.051,0
62,63923.0,7.2,MORTGAGE,37.7,6,0,0.022,6802.0,36,9.87,major_purchase,0.035,0.041,0
38,125416.0,1.5,OWN,15.5,2,0,0.528,6919.0,24,9.14,home_improvement,0.028,0.03,0
49,28145.0,22.4,OWN,25.5,3,2,0.273,10187.0,36,6.32,medical,0.121,0.133,0
24,68924.0,2.3,RENT,5.5,5,1,0.606,7523.0,36,8.38,major_purchase,0.036,0.041,0
29,113620.0,4.6,MORTGAGE,9.9,4,0,0.026,29055.0,12,5.8,debt_consolidation,0.256,0.264,0
46,79176.0,0.1,RENT,26.3,4,0,0.287,7128.0,24,7.67,credit_card,0.045,0.049,0
58,82164.0,13.0,RENT,34.5,7,1,0.409,5474.0,48,9.48,medical,0.017,0.02,0
44,72682.0,9.3,MORTGAGE,19.3,4,0,0.491,4799.0,36,13.1,debt_consolidation,0.022,0.027,0
36,103691.0,1.3,OWN,17.0,6,0,0.274,26297.0,24,9.12,small_business,0.127,0.139,0
40,31453.0,16.2,MORTGAGE,18.5,2,0,0.417,4928.0,12,9.86,medical,0.157,0.165,0
25,27093.0,2.3,MORTGAGE,6.8,9,0,0.162,10420.0,36,6.14,small_business,0.128,0.141,1
47,54005.0,7.1,MORTGAGE,27.4,3,0,0.131,9476.0,36,9.41,debt_consolidation,0.058,0.067,0
51,18387.0,10.3,RENT,31.0,6,0,0.453,19681.0,36,11.77,credit_card,0.357,0.425,1
35,100240.0,8.1,RENT,12.6,6,0,0.299,11280.0,24,6.97,other,0.056,0.06,0
34,99744.0,15.0,RENT,9.3,4,1,0.097,17412.0,60,8.31,debt_consolidation,0.035,0.043,0
43,43622.0,12.0,MORTGAGE,23.8,6,0,0.683,7049.0,48,12.22,other,0.04,0.051,0
35,45009.0,31.3,MORTGAGE,14.7,6,0,0.034,9034.0,36,6.11,home_improvement,0.067,0.073,0
39,52252.0,1.2,RENT,17.9,7,0,0.503,1752.0,36,10.0,major_purchase,0.011,0.013,0
65,55604.0,2.2,MORTGAGE,45.8,8,0,0.486,10677.0,36,8.79,debt_consolidation,0.064,0.073,0
37,57733.0,6.1,MORTGAGE,6.3,2,0,0.527,19869.0,24,7.4,debt_consolidation,0.172,0.186,0
36,71619.0,7.9,RENT,11.7,5,1,0.192,5479.0,48,9.32,debt_consolidation,0.019,0.023,0
32,49696.0,4.6,RENT,12.9,4,1,0.153,14330.0,60,9.91,home_improvement,0.058,0.073,0
49,86820.0,0.5,MORTGAGE,28.9,5,0,0.286,10623.0,36,8.69,debt_consolidation,0.041,0.046,0
38,67709.0,11.1,RENT,19.2,7,0,0.256,12432.0,60,12.02,credit_card,0.037,0.049,0
32,39995.0,19.4,MORTGAGE,11.8,3,0,0.144,19252.0,36,7.12,home_improvement,0.16,0.179,0
56,105615.0,3.1,MORTGAGE,34.6,8,0,0.288,8971.0,36,6.67,debt_consolidation,0.028,0.031,0
57,27471.0,1.5,RENT,38.7,7,0,0.101,15594.0,36,10.17,debt_consolidation,0.189,0.22,0
33,51736.0,0.1,OWN,8.9,3,0,0.06,7046.0,36,9.68,other,0.045,0.052,0
18,87856.0,1.6,MORTGAGE,0.0,2,0,0.26,23454.0,36,8.46,home_improvement,0.089,0.101,0
52,37740.0,7.2,OWN,20.3,9,1,0.09,4677.0,60,9.2,debt_consolidation,0.025,0.031,0
32,63245.0,14.6,MORTGAGE,13.9,6,0,0.197,12747.0,60,11.99,debt_consolidation,0.04,0.054,0
49,71088.0,0.6,MORTGAGE,25.7,2,2,0.245,13684.0,36,9.43,major_purchase,0.064,0.074,0
18,35233.0,4.8,MORTGAGE,0.0,6,0,0.245,14851.0,24,10.61,major_purchase,0.211,0.235,0
51,52248.0,7.1,MORTGAGE,32.6,7,1,0.147,36542.0,36,6.08,small_business,0.233,0.256,0
25,50099.0,1.9,RENT,5.8,5,0,0.103,11529.0,48,14.73,debt_consolidation,0.058,0.076,0
49,41115.0,5.1,MORTGAGE,24.5,8,1,0.377,8272.0,24,5.49,credit_card,0.101,0.106,0
40,171243.0,7.5,OWN,19.8,4,1,0.437,3321.0,36,10.34,debt_consolidation,0.006,0.008,0
29,36992.0,10.9,MORTGAGE,9.5,7,1,0.288,7871.0,48,7.45,credit_card,0.053,0.062,0
35,89542.0,3.6,RENT,9.9,2,1,0.098,5146.0,36,10.52,debt_consolidation,0.019,0.022,0
48,44516.0,8.3,MORTGAGE,29.7,5,0,0.103,9932.0,36,6.83,home_improvement,0.074,0.082,0
41,31467.0,2.2,MORTGAGE,21.1,2,1,0.199,15388.0,36,6.88,debt_consolidation,0.163,0.181,0
47,57034.0,1.4,OWN,25.8,4,2,0.129,16335.0,48,7.52,major_purchase,0.072,0.083,0
64,74948.0,1.2,RENT,43.2,11,0,0.302,15303.0,24,10.58,debt_consolidation,0.102,0.114,0
21,85841.0,2.7,MORTGAGE,2.1,4,0,0.179,22583.0,12,9.84,home_improvement,0.263,0.277,0
59,118318.0,0.2,MORTGAGE,38.5,6,0,0.239,9516.0,60,10.37,credit_card,0.016,0.021,0
41,236245.0,2.0,OWN,19.3,7,0,0.222,16703.0,24,6.98,home_improvement,0.035,0.038,0
29,61406.0,6.3,RENT,8.4,5,0,0.161,29664.0,48,10.12,debt_consolidation,0.121,0.147,0
24,38889.0,6.3,RENT,2.5,4,1,0.038,12185.0,36,11.13,medical,0.104,0.123,0
38,67944.0,0.5,OWN,19.1,7,3,0.206,2870.0,48,4.92,debt_consolidation,0.011,0.012,0
51,47424.0,2.0,MORTGAGE,27.6,6,2,0.369,5515.0,48,8.6,debt_consolidation,0.029,0.034,0
38,86076.0,5.1,RENT,18.2,8,0,0.051,14251.0,36,10.59,debt_consolidation,0.055,0.065,0
58,28323.0,2.3,MORTGAGE,26.9,5,0,0.217,2966.0,12,11.3,other,0.105,0.111,0
23,177046.0,3.2,RENT,4.9,4,0,0.247,15188.0,24,15.46,home_improvement,0.043,0.05,0
40,83119.0,7.5,RENT,20.6,4,1,0.186,8169.0,36,9.58,credit_card,0.033,0.038,0
25,23342.0,0.1,MORTGAGE,6.4,6,1,0.223,24129.0,12,7.72,home_improvement,1.034,1.077,0
44,38005.0,1.9,MORTGAGE,23.6,6,0,0.428,4123.0,60,8.63,debt_consolidation,0.022,0.027,0
51,81474.0,0.9,RENT,32.2,11,1,0.079,12561.0,24,7.18,credit_card,0.077,0.083,0
35,97555.0,0.8,RENT,13.0,5,0,0.382,5532.0,60,10.45,small_business,0.011,0.015,0
18,28678.0,19.2,OWN,0.0,3,0,0.27,6142.0,24,8.84,debt_consolidation,0.107,0.117,0
42,77382.0,2.8,MORTGAGE,23.3,6,0,0.349,5796.0,48,8.38,small_business,0.019,0.022,0
45,20462.0,4.5,OWN,26.5,9,0,0.408,7870.0,36,10.2,debt_consolidation,0.128,0.149,0
